veh_id,video,frame,bboxX,bboxY,Width,Height,Direction,Velocity
300,DJI_0406_cut,616,225,394,27,15,,38
176,DJI_0406_cut,617,1162,113,35,18,Right,66
204,DJI_0406_cut,617,113,397,31,16,Left,80
234,DJI_0406_cut,617,473,350,27,17,Left,66
235,DJI_0406_cut,617,886,223,27,18,Down-Right,92
246,DJI_0406_cut,617,644,207,29,17,Right,82
269,DJI_0406_cut,617,1172,413,69,28,Up-Left,70
273,DJI_0406_cut,617,970,382,33,18,Left,93
278,DJI_0406_cut,617,1000,394,29,17,Up-Left,84
297,DJI_0406_cut,617,75,236,33,18,,79
299,DJI_0406_cut,617,155,378,29,16,,108
300,DJI_0406_cut,617,221,394,27,15,,49
301,DJI_0406_cut,617,1263,451,16,18,,0
176,DJI_0406_cut,618,1164,113,33,20,Right,66
204,DJI_0406_cut,618,109,397,31,16,Left,81
234,DJI_0406_cut,618,465,350,29,17,Left,68
235,DJI_0406_cut,618,888,225,27,18,Right,89
246,DJI_0406_cut,618,650,208,29,17,Right,84
269,DJI_0406_cut,618,1168,415,67,27,Up-Left,68
273,DJI_0406_cut,618,970,383,31,18,Left,90
297,DJI_0406_cut,618,80,235,35,20,,81
299,DJI_0406_cut,618,155,377,29,16,,85
300,DJI_0406_cut,618,214,394,29,15,,68
301,DJI_0406_cut,618,1263,450,16,20,,18
176,DJI_0406_cut,619,1166,111,35,18,Right,65
204,DJI_0406_cut,619,105,400,29,16,Left,84
234,DJI_0406_cut,619,463,350,27,17,Left,68
235,DJI_0406_cut,619,892,226,27,18,Down-Right,88
246,DJI_0406_cut,619,654,209,29,17,Right,84
269,DJI_0406_cut,619,1164,414,65,27,Up-Left,68
273,DJI_0406_cut,619,968,383,31,17,Left,87
297,DJI_0406_cut,619,84,235,33,18,,80
299,DJI_0406_cut,619,157,378,27,15,,76
300,DJI_0406_cut,619,214,393,27,15,,58
301,DJI_0406_cut,619,1261,450,18,18,,27
176,DJI_0406_cut,620,1166,111,35,20,Right,63
204,DJI_0406_cut,620,105,401,29,15,Left,80
234,DJI_0406_cut,620,458,350,29,17,Left,69
235,DJI_0406_cut,620,896,227,27,17,Down-Right,89
246,DJI_0406_cut,620,661,208,29,17,Right,87
269,DJI_0406_cut,620,1157,414,67,27,Up-Left,72
273,DJI_0406_cut,620,966,384,31,17,Left,87
297,DJI_0406_cut,620,86,234,35,20,,75
299,DJI_0406_cut,620,160,380,27,15,,74
300,DJI_0406_cut,620,214,394,27,15,,51
301,DJI_0406_cut,620,1252,451,27,18,,72
176,DJI_0406_cut,621,1170,111,35,18,Right,65
204,DJI_0406_cut,621,98,400,31,16,Left,84
234,DJI_0406_cut,621,456,348,27,18,Left,69
235,DJI_0406_cut,621,905,227,27,18,Down-Right,93
246,DJI_0406_cut,621,663,208,29,18,Right,85
269,DJI_0406_cut,621,1153,414,69,27,Left,73
273,DJI_0406_cut,621,960,383,31,17,Left,80
297,DJI_0406_cut,621,90,234,33,20,,74
299,DJI_0406_cut,621,153,378,29,15,,82
300,DJI_0406_cut,621,212,396,29,16,,51
301,DJI_0406_cut,621,1250,450,29,18,,64
176,DJI_0406_cut,622,1174,111,35,18,Right,66
204,DJI_0406_cut,622,96,401,29,15,Left,84
234,DJI_0406_cut,622,450,348,29,18,Left,71
235,DJI_0406_cut,622,907,228,29,18,Down-Right,88
246,DJI_0406_cut,622,667,208,31,18,Right,85
269,DJI_0406_cut,622,1147,413,69,27,Left,75
273,DJI_0406_cut,622,955,383,33,17,Left,82
297,DJI_0406_cut,622,94,233,33,18,,74
299,DJI_0406_cut,622,151,377,27,16,,77
300,DJI_0406_cut,622,210,397,29,15,,50
301,DJI_0406_cut,622,1246,448,31,18,,67
176,DJI_0406_cut,623,1174,110,37,18,Right,65
204,DJI_0406_cut,623,88,400,29,15,Left,81
234,DJI_0406_cut,623,446,348,29,18,Left,72
235,DJI_0406_cut,623,911,230,27,17,Down-Right,88
246,DJI_0406_cut,623,671,208,29,18,Right,83
269,DJI_0406_cut,623,1143,412,71,26,Left,77
273,DJI_0406_cut,623,951,381,31,17,Left,81
297,DJI_0406_cut,623,98,233,33,18,,74
300,DJI_0406_cut,623,206,397,29,15,,52
301,DJI_0406_cut,623,1242,447,31,18,,68
302,DJI_0406_cut,623,138,380,29,15,,0
176,DJI_0406_cut,624,1178,110,35,18,Right,64
204,DJI_0406_cut,624,84,400,29,15,Left,80
234,DJI_0406_cut,624,442,349,29,17,Left,72
235,DJI_0406_cut,624,913,228,27,18,Down-Right,87
246,DJI_0406_cut,624,675,209,29,18,Right,82
269,DJI_0406_cut,624,1138,413,71,24,Left,76
273,DJI_0406_cut,624,947,383,31,17,Left,81
297,DJI_0406_cut,624,101,232,35,20,,73
300,DJI_0406_cut,624,206,397,29,15,,47
301,DJI_0406_cut,624,1237,446,31,18,,72
302,DJI_0406_cut,624,138,380,27,15,,0
176,DJI_0406_cut,625,1178,110,37,18,Right,62
204,DJI_0406_cut,625,82,400,29,15,Left,77
234,DJI_0406_cut,625,437,348,29,18,Left,72
235,DJI_0406_cut,625,920,228,27,17,Down-Right,89
246,DJI_0406_cut,625,677,209,29,18,Right,80
269,DJI_0406_cut,625,1141,412,69,26,Left,77
273,DJI_0406_cut,625,943,384,33,17,Left,81
297,DJI_0406_cut,625,105,232,33,20,,72
300,DJI_0406_cut,625,206,399,27,15,,46
301,DJI_0406_cut,625,1235,446,31,20,,67
302,DJI_0406_cut,625,132,382,27,15,,57
176,DJI_0406_cut,626,1183,108,35,18,Right,65
204,DJI_0406_cut,626,86,396,29,15,Left,78
234,DJI_0406_cut,626,437,348,29,18,Left,71
235,DJI_0406_cut,626,926,228,27,18,Down-Right,91
246,DJI_0406_cut,626,682,209,29,18,Right,82
269,DJI_0406_cut,626,1138,410,67,27,Left,75
278,DJI_0406_cut,626,953,389,31,17,Up-Left,78
297,DJI_0406_cut,626,109,230,35,18,,73
300,DJI_0406_cut,626,202,399,27,15,,48
301,DJI_0406_cut,626,1231,446,31,18,,68
302,DJI_0406_cut,626,124,380,27,15,,87
303,DJI_0406_cut,626,922,370,33,18,,0
176,DJI_0406_cut,627,1181,108,37,17,Right,65
234,DJI_0406_cut,627,431,349,29,18,Left,74
235,DJI_0406_cut,627,932,227,25,21,Down-Right,89
246,DJI_0406_cut,627,686,209,29,18,Right,80
269,DJI_0406_cut,627,1134,410,73,26,Left,75
278,DJI_0406_cut,627,962,394,31,17,Up-Left,79
291,DJI_0406_cut,627,193,397,29,15,,3
297,DJI_0406_cut,627,113,229,35,18,,73
301,DJI_0406_cut,627,1229,446,29,20,,64
303,DJI_0406_cut,627,922,369,31,18,,18
304,DJI_0406_cut,627,92,391,29,14,,0
176,DJI_0406_cut,628,1185,110,37,17,Right,65
234,DJI_0406_cut,628,429,350,27,17,Left,70
235,DJI_0406_cut,628,936,228,25,20,Right,90
246,DJI_0406_cut,628,690,209,31,17,Right,80
269,DJI_0406_cut,628,1128,410,75,26,Left,78
278,DJI_0406_cut,628,953,394,31,17,Left,80
291,DJI_0406_cut,628,189,399,29,15,,6
297,DJI_0406_cut,628,120,229,33,20,,76
303,DJI_0406_cut,628,915,369,31,18,,72
304,DJI_0406_cut,628,92,389,29,15,,36
305,DJI_0406_cut,628,176,397,27,15,,0
176,DJI_0406_cut,629,1187,110,37,17,Right,66
234,DJI_0406_cut,629,427,350,27,17,Left,68
235,DJI_0406_cut,629,941,228,27,20,Right,89
246,DJI_0406_cut,629,694,210,31,17,Right,80
269,DJI_0406_cut,629,1124,410,80,24,Left,77
278,DJI_0406_cut,629,949,395,31,17,Left,77
297,DJI_0406_cut,629,122,229,33,20,,74
301,DJI_0406_cut,629,1235,441,27,17,,65
303,DJI_0406_cut,629,909,369,33,17,,84
304,DJI_0406_cut,629,86,391,29,15,,75
305,DJI_0406_cut,629,181,400,27,15,,105
176,DJI_0406_cut,630,1189,108,37,17,Right,65
234,DJI_0406_cut,630,421,349,27,17,Left,69
235,DJI_0406_cut,630,945,229,27,20,Right,90
246,DJI_0406_cut,630,698,211,31,17,Right,80
269,DJI_0406_cut,630,1120,412,80,24,Left,79
278,DJI_0406_cut,630,945,395,31,17,Left,75
297,DJI_0406_cut,630,128,229,33,20,,76
303,DJI_0406_cut,630,907,369,33,17,,72
304,DJI_0406_cut,630,82,391,29,15,,74
305,DJI_0406_cut,630,176,400,27,15,,97
306,DJI_0406_cut,630,1240,440,27,17,,0
176,DJI_0406_cut,631,1191,108,37,18,Right,61
234,DJI_0406_cut,631,418,346,27,18,Left,69
235,DJI_0406_cut,631,951,228,27,20,Right,92
246,DJI_0406_cut,631,705,210,31,18,Right,80
269,DJI_0406_cut,631,1120,409,75,26,Left,80
278,DJI_0406_cut,631,943,395,29,17,Left,71
297,DJI_0406_cut,631,132,230,33,20,,76
301,DJI_0406_cut,631,1229,442,27,17,,64
303,DJI_0406_cut,631,907,369,31,17,,57
304,DJI_0406_cut,631,77,389,31,15,,79
305,DJI_0406_cut,631,170,399,27,15,,101
176,DJI_0406_cut,632,1197,110,35,18,Right,61
234,DJI_0406_cut,632,414,348,27,20,Left,70
235,DJI_0406_cut,632,955,228,27,21,Right,92
246,DJI_0406_cut,632,709,211,31,17,Right,80
269,DJI_0406_cut,632,1113,409,80,24,Left,85
278,DJI_0406_cut,632,938,393,27,18,Left,70
297,DJI_0406_cut,632,136,229,33,20,,76
301,DJI_0406_cut,632,1218,442,27,17,,73
303,DJI_0406_cut,632,896,368,31,17,,81
304,DJI_0406_cut,632,71,390,31,15,,85
305,DJI_0406_cut,632,164,397,29,15,,104
176,DJI_0406_cut,633,1197,110,35,18,Right,59
234,DJI_0406_cut,633,412,348,27,18,Left,70
235,DJI_0406_cut,633,960,228,27,21,Right,93
246,DJI_0406_cut,633,713,213,29,17,Right,81
269,DJI_0406_cut,633,1120,412,73,24,Left,88
273,DJI_0406_cut,633,909,373,31,18,Left,87
278,DJI_0406_cut,633,934,393,27,18,Left,68
297,DJI_0406_cut,633,141,229,33,20,,76
301,DJI_0406_cut,633,1212,442,27,17,,75
303,DJI_0406_cut,633,892,368,33,17,,79
304,DJI_0406_cut,633,71,391,29,15,,74
305,DJI_0406_cut,633,162,399,29,15,,94
176,DJI_0406_cut,634,1204,111,35,18,Right,61
234,DJI_0406_cut,634,410,349,27,18,Left,68
235,DJI_0406_cut,634,964,230,27,20,Right,95
246,DJI_0406_cut,634,717,214,29,17,Right,81
269,DJI_0406_cut,634,1107,406,73,26,Left,95
273,DJI_0406_cut,634,911,381,31,17,Up-Left,92
297,DJI_0406_cut,634,147,228,35,20,,78
301,DJI_0406_cut,634,1210,441,29,16,,73
303,DJI_0406_cut,634,886,367,31,17,,83
304,DJI_0406_cut,634,69,389,29,15,,71
305,DJI_0406_cut,634,164,399,27,15,,84
307,DJI_0406_cut,634,1124,418,67,24,,0
176,DJI_0406_cut,635,1206,110,35,18,Right,60
204,DJI_0406_cut,635,48,402,27,15,Left,88
234,DJI_0406_cut,635,408,349,27,18,Left,66
235,DJI_0406_cut,635,968,229,27,20,Right,92
246,DJI_0406_cut,635,722,213,29,18,Right,82
269,DJI_0406_cut,635,1107,407,67,27,Left,94
273,DJI_0406_cut,635,911,380,29,18,Left,89
297,DJI_0406_cut,635,149,229,33,18,,76
303,DJI_0406_cut,635,882,367,29,17,,82
304,DJI_0406_cut,635,69,387,29,14,,66
305,DJI_0406_cut,635,160,399,29,15,,82
307,DJI_0406_cut,635,1143,421,52,24,,346
176,DJI_0406_cut,636,1210,110,33,17,Right,61
204,DJI_0406_cut,636,42,402,29,15,Left,87
234,DJI_0406_cut,636,404,349,27,18,Left,66
235,DJI_0406_cut,636,972,230,27,20,Right,91
246,DJI_0406_cut,636,730,213,27,17,Right,85
269,DJI_0406_cut,636,1103,406,65,28,Left,92
278,DJI_0406_cut,636,911,386,29,17,Left,104
297,DJI_0406_cut,636,153,227,33,18,,0
303,DJI_0406_cut,636,882,367,29,17,,74
304,DJI_0406_cut,636,69,384,29,15,,65
305,DJI_0406_cut,636,157,396,31,15,,81
176,DJI_0406_cut,637,1212,111,33,17,Right,58
204,DJI_0406_cut,637,42,403,29,15,Left,81
234,DJI_0406_cut,637,400,350,27,18,Left,67
235,DJI_0406_cut,637,974,232,27,20,Right,87
246,DJI_0406_cut,637,730,213,29,18,Right,81
269,DJI_0406_cut,637,1103,406,61,28,Left,89
278,DJI_0406_cut,637,905,386,29,17,Up-Left,107
297,DJI_0406_cut,637,155,227,33,18,,78
298,DJI_0406_cut,637,153,397,29,15,,14
303,DJI_0406_cut,637,875,367,31,17,,78
304,DJI_0406_cut,637,61,384,29,15,,73
308,DJI_0406_cut,637,1178,438,33,16,,0
176,DJI_0406_cut,638,1216,111,33,17,Right,58
204,DJI_0406_cut,638,46,403,29,15,Left,73
234,DJI_0406_cut,638,395,350,27,17,Left,68
235,DJI_0406_cut,638,976,232,29,18,Right,86
246,DJI_0406_cut,638,736,213,29,18,Right,83
269,DJI_0406_cut,638,1096,406,65,28,Left,93
278,DJI_0406_cut,638,905,386,29,17,Up-Left,101
297,DJI_0406_cut,638,160,228,33,18,Right,79
298,DJI_0406_cut,638,151,396,31,15,,15
301,DJI_0406_cut,638,1183,438,33,16,,83
303,DJI_0406_cut,638,873,367,29,17,,75
304,DJI_0406_cut,638,56,384,29,15,,74
176,DJI_0406_cut,639,1218,107,35,18,Right,59
204,DJI_0406_cut,639,48,401,29,15,Left,70
234,DJI_0406_cut,639,393,349,27,18,Left,68
235,DJI_0406_cut,639,985,232,27,18,Right,91
246,DJI_0406_cut,639,738,213,29,18,Right,81
269,DJI_0406_cut,639,1092,406,67,28,Left,93
278,DJI_0406_cut,639,901,386,29,16,Up-Left,100
297,DJI_0406_cut,639,162,228,33,18,Right,76
298,DJI_0406_cut,639,143,397,29,16,,20
301,DJI_0406_cut,639,1183,438,33,15,,79
303,DJI_0406_cut,639,867,365,29,17,,78
304,DJI_0406_cut,639,54,383,29,15,,71
309,DJI_0406_cut,639,381,343,29,18,,0
176,DJI_0406_cut,640,1223,110,35,17,Right,60
234,DJI_0406_cut,640,391,350,27,20,Left,67
235,DJI_0406_cut,640,987,233,29,18,Right,90
246,DJI_0406_cut,640,741,213,29,18,Right,80
269,DJI_0406_cut,640,1090,406,69,27,Left,91
278,DJI_0406_cut,640,898,387,29,16,Up-Left,99
297,DJI_0406_cut,640,166,227,33,18,Right,76
298,DJI_0406_cut,640,145,400,31,15,,21
301,DJI_0406_cut,640,1183,439,33,15,,76
303,DJI_0406_cut,640,863,364,31,17,,78
309,DJI_0406_cut,640,381,346,29,20,,54
310,DJI_0406_cut,640,42,393,29,15,,0
176,DJI_0406_cut,641,1221,110,37,17,Right,61
234,DJI_0406_cut,641,376,349,33,20,Left,77
235,DJI_0406_cut,641,997,233,27,20,Right,92
246,DJI_0406_cut,641,745,214,31,20,Right,78
269,DJI_0406_cut,641,1084,405,71,27,Left,89
278,DJI_0406_cut,641,894,387,29,17,Left,99
297,DJI_0406_cut,641,172,227,33,20,Right,77
298,DJI_0406_cut,641,138,400,33,15,,25
301,DJI_0406_cut,641,1176,439,33,15,,78
303,DJI_0406_cut,641,854,361,35,18,,84
310,DJI_0406_cut,641,35,390,31,14,,137
311,DJI_0406_cut,641,1273,448,6,22,,0
176,DJI_0406_cut,642,1229,107,33,18,Right,62
234,DJI_0406_cut,642,370,348,35,18,Left,80
235,DJI_0406_cut,642,1000,232,25,21,Right,89
246,DJI_0406_cut,642,749,214,29,20,Right,80
269,DJI_0406_cut,642,1082,403,67,28,Left,89
278,DJI_0406_cut,642,894,387,29,16,Left,92
297,DJI_0406_cut,642,176,227,35,20,Right,77
298,DJI_0406_cut,642,136,400,33,15,,25
301,DJI_0406_cut,642,1174,438,33,16,,77
303,DJI_0406_cut,642,854,361,31,20,,78
310,DJI_0406_cut,642,27,391,29,15,,141
311,DJI_0406_cut,642,1265,446,14,23,,148
176,DJI_0406_cut,643,1233,106,31,18,Right,64
234,DJI_0406_cut,643,368,349,33,18,Left,76
235,DJI_0406_cut,643,1004,232,27,21,Right,90
246,DJI_0406_cut,643,753,214,31,20,Right,78
269,DJI_0406_cut,643,1075,403,71,28,Left,91
278,DJI_0406_cut,643,894,388,27,17,Left,84
297,DJI_0406_cut,643,181,226,35,18,Right,77
298,DJI_0406_cut,643,134,400,31,15,,26
301,DJI_0406_cut,643,1174,438,31,16,,0
303,DJI_0406_cut,643,850,361,31,20,,78
310,DJI_0406_cut,643,27,391,31,15,,94
311,DJI_0406_cut,643,1263,447,16,21,,94
176,DJI_0406_cut,644,1233,106,31,20,Right,62
234,DJI_0406_cut,644,368,350,31,17,Left,75
235,DJI_0406_cut,644,1010,233,27,21,Right,91
246,DJI_0406_cut,644,760,214,31,20,Right,80
269,DJI_0406_cut,644,1071,405,73,27,Left,91
278,DJI_0406_cut,644,890,387,27,16,Left,82
297,DJI_0406_cut,644,185,223,33,20,Right,78
298,DJI_0406_cut,644,130,399,31,16,,27
301,DJI_0406_cut,644,1170,440,31,17,,77
303,DJI_0406_cut,644,848,362,31,18,,76
310,DJI_0406_cut,644,23,390,31,15,,89
311,DJI_0406_cut,644,1261,450,18,18,,84
176,DJI_0406_cut,645,1235,106,31,20,Right,63
234,DJI_0406_cut,645,366,348,31,18,Left,73
235,DJI_0406_cut,645,1012,234,27,20,Right,90
246,DJI_0406_cut,645,764,215,31,18,Right,78
269,DJI_0406_cut,645,1071,405,73,27,Left,86
278,DJI_0406_cut,645,882,388,27,17,Left,82
297,DJI_0406_cut,645,189,222,33,21,Up-Right,79
298,DJI_0406_cut,645,126,399,31,15,,29
301,DJI_0406_cut,645,1166,439,31,16,Up-Left,79
303,DJI_0406_cut,645,846,363,31,17,,74
310,DJI_0406_cut,645,16,390,31,15,,96
311,DJI_0406_cut,645,1256,447,23,18,,89
176,DJI_0406_cut,646,1235,106,33,18,Right,60
234,DJI_0406_cut,646,362,349,31,18,Left,74
235,DJI_0406_cut,646,1018,234,27,21,Right,88
246,DJI_0406_cut,646,770,215,31,20,Right,81
269,DJI_0406_cut,646,1073,399,65,26,Left,88
278,DJI_0406_cut,646,877,388,29,16,Left,79
297,DJI_0406_cut,646,193,223,33,21,Up-Right,80
298,DJI_0406_cut,646,124,400,31,15,,29
301,DJI_0406_cut,646,1157,439,31,17,Up-Left,84
303,DJI_0406_cut,646,842,362,31,17,,74
310,DJI_0406_cut,646,12,391,33,15,,92
311,DJI_0406_cut,646,1252,446,27,18,,86
176,DJI_0406_cut,647,1240,106,31,18,Right,61
234,DJI_0406_cut,647,360,350,31,17,Left,71
235,DJI_0406_cut,647,1023,235,27,20,Right,90
246,DJI_0406_cut,647,772,215,33,18,Right,80
269,DJI_0406_cut,647,1069,397,65,27,Up-Left,86
278,DJI_0406_cut,647,875,388,27,17,Left,75
297,DJI_0406_cut,647,195,223,33,20,Right,78
298,DJI_0406_cut,647,120,402,31,15,,31
301,DJI_0406_cut,647,1157,439,31,17,Up-Left,78
303,DJI_0406_cut,647,833,363,29,17,,78
310,DJI_0406_cut,647,10,391,31,15,,84
311,DJI_0406_cut,647,1250,446,29,18,,78
176,DJI_0406_cut,648,1244,105,31,18,Right,63
234,DJI_0406_cut,648,353,348,29,18,Left,74
235,DJI_0406_cut,648,1027,235,27,20,Right,89
246,DJI_0406_cut,648,776,215,31,20,Right,80
269,DJI_0406_cut,648,1065,397,69,26,Up-Left,86
278,DJI_0406_cut,648,871,387,27,17,Left,73
297,DJI_0406_cut,648,200,223,33,20,Right,79
298,DJI_0406_cut,648,115,401,31,16,,32
301,DJI_0406_cut,648,1155,439,31,17,Up-Left,78
303,DJI_0406_cut,648,829,360,31,18,,79
306,DJI_0406_cut,648,1246,445,29,18,,7
310,DJI_0406_cut,648,8,389,31,16,,80
176,DJI_0406_cut,649,1248,105,29,18,Right,63
234,DJI_0406_cut,649,351,348,27,18,Left,72
235,DJI_0406_cut,649,1029,236,27,18,Right,89
246,DJI_0406_cut,649,781,215,31,18,Right,80
269,DJI_0406_cut,649,1061,399,69,26,Up-Left,86
278,DJI_0406_cut,649,867,387,27,18,Left,71
297,DJI_0406_cut,649,204,225,33,20,Right,80
298,DJI_0406_cut,649,111,400,31,16,,33
301,DJI_0406_cut,649,1149,439,31,17,Up-Left,79
303,DJI_0406_cut,649,825,362,31,17,,79
306,DJI_0406_cut,649,1242,445,29,18,,11
310,DJI_0406_cut,649,2,389,29,16,,83
176,DJI_0406_cut,650,1250,106,29,18,Right,65
234,DJI_0406_cut,650,349,348,29,18,Left,70
235,DJI_0406_cut,650,1035,236,27,18,Right,88
246,DJI_0406_cut,650,787,216,31,18,Right,83
269,DJI_0406_cut,650,1054,399,75,27,Left,89
278,DJI_0406_cut,650,863,391,27,17,Left,96
297,DJI_0406_cut,650,210,225,33,20,Right,81
298,DJI_0406_cut,650,107,401,31,15,,35
301,DJI_0406_cut,650,1143,439,31,16,Left,80
303,DJI_0406_cut,650,814,361,31,18,,0
306,DJI_0406_cut,650,1237,445,29,18,,15
310,DJI_0406_cut,650,0,390,29,16,,79
176,DJI_0406_cut,651,1250,107,29,17,Right,62
234,DJI_0406_cut,651,349,348,31,18,Left,70
235,DJI_0406_cut,651,1035,236,29,18,Right,84
246,DJI_0406_cut,651,791,216,31,18,Right,83
269,DJI_0406_cut,651,1054,397,73,26,Left,88
278,DJI_0406_cut,651,848,384,29,17,Left,98
297,DJI_0406_cut,651,216,226,33,20,Right,82
298,DJI_0406_cut,651,103,401,31,16,,36
303,DJI_0406_cut,651,814,361,31,18,,84
306,DJI_0406_cut,651,1229,445,29,17,,21
310,DJI_0406_cut,651,0,390,29,17,,72
312,DJI_0406_cut,651,1075,409,65,24,,0
176,DJI_0406_cut,652,1252,107,27,17,Right,62
204,DJI_0406_cut,652,0,396,18,17,Left,78
234,DJI_0406_cut,652,345,348,31,18,Left,68
235,DJI_0406_cut,652,1042,236,29,18,Right,84
246,DJI_0406_cut,652,795,216,31,18,Right,83
269,DJI_0406_cut,652,1052,396,71,26,Left,86
278,DJI_0406_cut,652,844,384,31,17,Up-Left,93
297,DJI_0406_cut,652,218,225,33,20,Right,81
298,DJI_0406_cut,652,101,401,31,15,,36
303,DJI_0406_cut,652,806,360,33,18,Left,89
306,DJI_0406_cut,652,1227,444,29,17,,22
310,DJI_0406_cut,652,0,387,16,17,,70
312,DJI_0406_cut,652,1088,418,52,24,,285
313,DJI_0406_cut,652,1101,428,40,15,,0
234,DJI_0406_cut,653,343,346,31,18,Left,69
235,DJI_0406_cut,653,1050,236,27,18,Right,87
246,DJI_0406_cut,653,800,217,31,18,Right,83
269,DJI_0406_cut,653,1050,397,67,26,Up-Left,83
278,DJI_0406_cut,653,840,386,29,16,Up-Left,90
297,DJI_0406_cut,653,225,225,31,18,Right,81
298,DJI_0406_cut,653,96,402,31,15,,37
303,DJI_0406_cut,653,804,360,29,18,Left,85
306,DJI_0406_cut,653,1221,444,31,17,,25
314,DJI_0406_cut,653,0,387,16,17,,0
234,DJI_0406_cut,654,338,348,29,18,Left,71
235,DJI_0406_cut,654,1056,238,27,18,Right,88
246,DJI_0406_cut,654,806,219,31,18,Right,85
269,DJI_0406_cut,654,1042,399,58,26,Left,87
278,DJI_0406_cut,654,837,388,29,16,Up-Left,90
297,DJI_0406_cut,654,227,225,33,20,Right,81
298,DJI_0406_cut,654,92,402,31,15,,38
303,DJI_0406_cut,654,800,360,29,18,Left,84
306,DJI_0406_cut,654,1218,442,31,16,,27
313,DJI_0406_cut,654,1098,426,35,16,,32
314,DJI_0406_cut,654,0,393,10,15,,108
234,DJI_0406_cut,655,336,348,29,18,Left,68
235,DJI_0406_cut,655,1061,240,27,18,Right,89
246,DJI_0406_cut,655,808,219,33,18,Right,83
269,DJI_0406_cut,655,1037,399,58,24,Left,87
278,DJI_0406_cut,655,837,387,29,16,Left,87
297,DJI_0406_cut,655,229,225,33,20,Right,78
298,DJI_0406_cut,655,86,402,33,15,,39
303,DJI_0406_cut,655,795,360,29,18,Left,86
306,DJI_0406_cut,655,1216,441,31,16,,28
313,DJI_0406_cut,655,1101,432,33,16,,62
314,DJI_0406_cut,655,0,391,6,18,,72
315,DJI_0406_cut,655,0,409,8,18,,0
176,DJI_0406_cut,656,1263,107,16,17,Right,66
234,DJI_0406_cut,656,334,349,29,18,Left,67
235,DJI_0406_cut,656,1067,242,25,20,Down-Right,89
246,DJI_0406_cut,656,812,219,33,18,Right,81
269,DJI_0406_cut,656,1033,397,58,23,Left,88
278,DJI_0406_cut,656,835,386,29,16,Left,88
297,DJI_0406_cut,656,231,223,33,20,Right,77
298,DJI_0406_cut,656,82,402,33,15,,40
303,DJI_0406_cut,656,789,361,33,18,Left,91
306,DJI_0406_cut,656,1212,440,31,17,,29
313,DJI_0406_cut,656,1103,433,35,16,,56
176,DJI_0406_cut,657,1263,106,16,18,Right,62
234,DJI_0406_cut,657,332,349,31,18,Left,65
235,DJI_0406_cut,657,1069,241,25,20,Down-Right,88
246,DJI_0406_cut,657,814,219,33,18,Right,80
269,DJI_0406_cut,657,1029,396,61,23,Up-Left,86
278,DJI_0406_cut,657,831,383,27,16,Left,87
297,DJI_0406_cut,657,235,225,33,18,Right,77
298,DJI_0406_cut,657,80,402,31,15,,40
303,DJI_0406_cut,657,787,360,29,18,Left,84
306,DJI_0406_cut,657,1208,439,31,17,,31
313,DJI_0406_cut,657,1098,433,35,15,,63
234,DJI_0406_cut,658,330,350,27,17,Left,65
235,DJI_0406_cut,658,1073,242,25,20,Down-Right,87
246,DJI_0406_cut,658,823,220,31,18,Right,83
269,DJI_0406_cut,658,1023,396,63,23,Up-Left,85
278,DJI_0406_cut,658,827,382,29,17,Up-Left,84
297,DJI_0406_cut,658,242,223,33,18,Right,79
298,DJI_0406_cut,658,75,403,31,15,,41
303,DJI_0406_cut,658,783,360,29,18,Left,84
306,DJI_0406_cut,658,1204,439,29,17,,32
313,DJI_0406_cut,658,1090,433,33,16,,76
316,DJI_0406_cut,658,322,345,27,18,,0
234,DJI_0406_cut,659,315,350,29,17,Left,75
235,DJI_0406_cut,659,1080,243,25,20,Down-Right,89
246,DJI_0406_cut,659,827,219,33,18,Right,83
269,DJI_0406_cut,659,1021,395,58,24,Left,76
278,DJI_0406_cut,659,825,383,29,17,Left,76
297,DJI_0406_cut,659,248,225,33,17,Right,79
298,DJI_0406_cut,659,71,403,31,15,,0
303,DJI_0406_cut,659,781,358,31,18,Left,82
306,DJI_0406_cut,659,1197,440,29,17,,36
313,DJI_0406_cut,659,1090,433,33,16,,65
234,DJI_0406_cut,660,313,350,27,17,Left,75
235,DJI_0406_cut,660,1084,243,25,20,Down-Right,89
246,DJI_0406_cut,660,829,219,33,18,Right,81
269,DJI_0406_cut,660,1016,394,58,23,Left,79
278,DJI_0406_cut,660,821,384,29,17,Left,83
297,DJI_0406_cut,660,254,226,31,18,Right,82
298,DJI_0406_cut,660,69,402,31,15,,44
301,DJI_0406_cut,660,1090,433,33,16,Left,83
303,DJI_0406_cut,660,774,358,31,18,Left,84
306,DJI_0406_cut,660,1195,440,31,17,,36
234,DJI_0406_cut,661,311,350,27,17,Left,73
235,DJI_0406_cut,661,1088,243,25,20,Down-Right,89
246,DJI_0406_cut,661,833,220,33,18,Right,78
269,DJI_0406_cut,661,1014,395,58,24,Up-Left,77
278,DJI_0406_cut,661,814,384,29,17,Left,79
297,DJI_0406_cut,661,258,225,31,18,Right,82
298,DJI_0406_cut,661,65,403,31,15,Down-Left,80
301,DJI_0406_cut,661,1090,432,31,17,Left,77
303,DJI_0406_cut,661,772,358,31,20,Left,85
306,DJI_0406_cut,661,1193,439,31,17,,36
234,DJI_0406_cut,662,307,350,27,17,Left,73
235,DJI_0406_cut,662,1092,243,27,20,Down-Right,90
